dsaid,accession,platform,deg_count,disease,diseaseid,tissue,data_source,library_strategy,organism,control_case_sample_count,definition
DSA08330,GSE63174,GPL19146,0,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,1|3,
DSA08331,GSE63174,GPL19146,3,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08332,GSE63174,GPL19146,0,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08333,GSE63174,GPL19146,1000,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08334,GSE63174,GPL19146,8,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08335,GSE63174,GPL19146,0,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08336,GSE63174,GPL19146,8,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08337,GSE63174,GPL19146,0,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08338,GSE63174,GPL19146,0,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08339,GSE63174,GPL19146,0,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08340,GSE63174,GPL19146,1,Diabetes;Obesity,,Hippocampus,GEO,Microarray,Mus musculus,3|3,
DSA08341,GSE63175,GPL19146,145,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08342,GSE63175,GPL19146,0,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08343,GSE63175,GPL19146,0,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08344,GSE63175,GPL19146,6,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08345,GSE63175,GPL19146,479,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,2|3,
DSA08346,GSE63175,GPL19146,1000,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08347,GSE63175,GPL19146,1,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08348,GSE63175,GPL19146,33,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08349,GSE63175,GPL19146,0,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08350,GSE63175,GPL19146,1,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08351,GSE63175,GPL19146,0,Diabetes;Obesity,,Liver,GEO,Microarray,Mus musculus,3|3,
DSA08352,GSE63176,GPL19146,1000,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08353,GSE63176,GPL19146,0,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08354,GSE63176,GPL19146,0,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08355,GSE63176,GPL19146,168,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08356,GSE63176,GPL19146,0,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08357,GSE63176,GPL19146,1,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08358,GSE63176,GPL19146,53,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08359,GSE148552,GPL18573,1000,Melanoma,C0025202,Skin,GEO,RNA-Seq,Homo sapiens,9|15,"DO:A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye."
DSA08360,GSE63176,GPL19146,0,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08361,GSE63176,GPL19146,0,Diabetes;Obesity,,Skeletal muscle,GEO,Microarray,Mus musculus,3|3,
DSA08362,GSE63177,GPL19146,1000,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08363,GSE63177,GPL19146,0,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08364,GSE63177,GPL19146,767,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08365,GSE63177,GPL19146,591,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08366,GSE63177,GPL19146,1000,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08367,GSE63177,GPL19146,1000,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08368,GSE63177,GPL19146,0,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,2|2,
DSA08369,GSE63177,GPL19146,0,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08370,GSE63177,GPL19146,0,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08371,GSE63177,GPL19146,0,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08372,GSE63177,GPL19146,0,Diabetes;Obesity,,Spleen,GEO,Microarray,Mus musculus,3|3,
DSA08373,GSE63357,GPL570,131,Pituitary Adenoma,C0032019,Pituitary gland,GEO,Microarray,Homo sapiens,5|5,DO:An endocrine gland cancer located_in the pituitary gland located at the base of the brain.
DSA08374,GSE63357,GPL570,1000,Pituitary Adenoma,C0032019,Pituitary gland,GEO,Microarray,Homo sapiens,5|11,DO:An endocrine gland cancer located_in the pituitary gland located at the base of the brain.
DSA08375,GSE63574,GPL13912,1000,Hepatocellular Carcinoma,C0334287,Liver,GEO,Microarray,Mus musculus,4|5,"DO:A hepatocellular carcinoma characterized microscopically by laminated fibrous layers interspersed between the tumour cells. The polygonal, deeply eosinophilic tumor cells arise in non-cirrhotic livers."
DSA08376,GSE63876,GPL11180,1,Lymphocytic Choriomeningitis,C0024266,Spleen,GEO,Microarray,Mus musculus,3|3,"DO:A viral infectious disease that results in infection located in brain, or located in meninges, or located in brain and meninges, has_material_basis_in Lymphocytic choriomeningitis virus, which is transmitted by common house mouse, Mus musculus. The infection has symptom fever, has symptom lack of appetite, has symptom headache, has symptom muscle aches, has symptom malaise, has symptom nausea, and has symptom vomiting."
DSA08377,GSE63876,GPL11180,1000,Lymphocytic Choriomeningitis,C0024266,Spleen,GEO,Microarray,Mus musculus,3|3,"DO:A viral infectious disease that results in infection located in brain, or located in meninges, or located in brain and meninges, has_material_basis_in Lymphocytic choriomeningitis virus, which is transmitted by common house mouse, Mus musculus. The infection has symptom fever, has symptom lack of appetite, has symptom headache, has symptom muscle aches, has symptom malaise, has symptom nausea, and has symptom vomiting."
DSA08378,GSE64004,GPL1261,2,Depression,C0011581,Teminal ileum,GEO,Microarray,Mus musculus,5|5,DO:A mood disorder that involves the presence of a low mood almost daily over a span of at least two years.
DSA08379,GSE64498,GPL13912,0,Sepsis,C0243026,Bone marrow,GEO,Microarray,Mus musculus,4|4,DO:A bacterial infectious disease has_material_basis_in Bacteria.
DSA08380,GSE64640,GPL6246,1000,Duodenal Tumor,C0013291,Duodenum,GEO,Microarray,Mus musculus,5|6,DO:A small intestine cancer that is located_in the beginning section of the small intestine.
DSA08381,GSE64734,GPL10333,0,Stress,C0038443,Prefrontal cortex,GEO,Microarray,Mus musculus,3|2,MSH:Stress wherein emotional factors predominate.
DSA08382,GSE64734,GPL10333,0,Stress,C0038443,Prefrontal cortex,GEO,Microarray,Mus musculus,3|2,MSH:Stress wherein emotional factors predominate.
DSA08383,GSE64734,GPL10333,0,Stress,C0038443,Prefrontal cortex,GEO,Microarray,Mus musculus,3|2,MSH:Stress wherein emotional factors predominate.
DSA08384,GSE64734,GPL10333,0,Stress,C0038443,Prefrontal cortex,GEO,Microarray,Mus musculus,3|2,MSH:Stress wherein emotional factors predominate.
DSA08385,GSE64798,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,4|8,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08386,GSE64798,GPL8833,556,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,4|8,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08387,GSE64798,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,4|8,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08388,GSE64798,GPL8833,121,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,3|7,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08389,GSE64798,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,3|8,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08390,GSE64798,GPL8833,855,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,4|8,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08391,GSE64799,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,3|3,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08392,GSE64799,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,3|3,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08393,GSE64799,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,3|3,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08394,GSE64799,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,3|3,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08395,GSE64799,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,2|3,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08396,GSE64799,GPL8833,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,3|3,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08397,GSE65055,GPL17930,1,Trisomy 13,C0152095,,GEO,Microarray,Homo sapiens,9|2,"MONDO:Trisomy 13 is a chromosomal anomaly caused by the presence of an extra chromosome 13 and is characterized by brain malformations (holoprosencephaly), facial dysmorphism, ocular anomalies, postaxial polydactyly, visceral malformations (cardiopathy) and severe psychomotor retardation."
DSA08398,GSE65055,GPL17930,1,Trisomy 18,C4317091,,GEO,Microarray,Homo sapiens,9|2,DO:A chromosomal duplciation syndrome that is characterized by slow growth before birth and a low birth weight and that has_material_basis_in three copies of chromosome 18.
DSA08399,GSE65055,GPL17930,0,Down Syndrome,C0013080,,GEO,Microarray,Homo sapiens,5|5,DO:A chromosomal disease that is characterized by flat-looking facial features and weak muscle tone (hypotonia) in infancy and is caused by trisomy of all or a critical portion of chromosome 21 and is associated with intellectual disability.
DSA08400,GSE65075,GPL16570,1000,Influenza,C0021400,Lung,GEO,Microarray,Mus musculus,5|5,"DO:A viral infectious disease that results in infection, located in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness."
DSA08401,GSE65107,GPL16791,303,Lymphocytic Colitis,C0400822,Colorectum,GEO,RNA-Seq,Homo sapiens,2|4,DO:A colitis characterized by an accumulation of lymphocytes in the colonic epithelium and connective tissue (lamina propria).
DSA08402,GSE65893,GPL6885,0,Salmonella Infection Nos,C0036117,Spleen,GEO,Microarray,Mus musculus,3|3,MONDO:Infections with bacteria of the genus salmonella.
